Id_bien,id_codedep_codecommune,No_voie,BTQ,Type_voie,Voie,Total_piece,Surface_carrez,Surface_local,Type_local,Id_region
1,001103,347,,RUE,DU CHATEAU,3,48.22,48,Appartement,1
2,001103,17,,LOT,LES JARDINS DE CHEVRY,1,30.23,30,Appartement,1
3,001103,77,,RUE,LA PIECE,5,123.16,118,Maison,1
4,001103,711,,RUE,DES MORAINES,2,42.92,41,Appartement,1
5,001004,59,,RUE,ALEXANDRE BERARD,6,164.87,143,Appartement,2
6,001004,29,,RUE,REINE CLOTILDE,2,54.84,62,Appartement,2
7,001004,54,,RUE,MARCEL DEMIA,3,68.23,68,Appartement,2
8,001004,25,,RUE,DE LA COMMUNE 1871,3,70.1,68,Maison,2
9,001004,60,,ALL,DES FRERES CAUDRON,2,50.64,51,Appartement,2
10,001004,13,,RUE,JEAN MONNET,2,54.65,55,Appartement,2
11,001004,72,,RUE,DE LA REPUBLIQUE,2,35.59,33,Appartement,2
12,001004,2,,RUE,DE LA BATISSE,3,81.15,81,Appartement,2
13,001004,36,,RUE,DES APOTRES,2,74.72,79,Appartement,2
14,001004,54,B,RUE,ARISTIDE BRIAND,3,70.45,75,Appartement,2
15,001004,78,,AV,DU GEN SARRAIL,5,92.47,92,Appartement,2
16,006004,4,,BD,EDOUARD BAUDOIN,1,39.11,40,Appartement,3
17,006004,15,,AV,NIQUET,2,37.66,41,Appartement,3
18,006004,10,,RUE,SAINT ANTOINE,2,22.47,23,Appartement,3
19,006004,29,,BD,DUGOMMIER,2,51.24,34,Appartement,3
20,006004,18,,AV,DE LA ROSTAGNE,2,54.26,50,Appartement,3
21,006004,18,B,AV,PASTEUR,3,51.17,46,Appartement,3
22,006004,175,,CHE,DE BEAUVERT,3,67.71,68,Appartement,3
23,006004,19,,AV,EDMOND D ESCLEVIN,3,85.83,86,Appartement,3
24,006004,19,,RUE,SAINT HONORAT,3,88.65,90,Appartement,3
25,006004,9001,,,LES SEMBOULES,4,87.39,89,Appartement,3
26,006004,60,,BD,DU VAL CLARET,2,47.08,47,Appartement,3
27,006004,40,,AV,DE CANNES,2,51.49,53,Appartement,3
28,006004,1140,,RTE,DE SAINT JEAN,3,73.59,75,Appartement,3
29,006004,344,,CHE,DU VALBOSQUET,6,106.63,119,Maison,3
30,006004,19,,AV,EDMOND D ESCLEVIN,2,43.68,43,Appartement,3
31,006004,587,,AV,PREMIERE AVENUE,3,64.05,64,Appartement,3
32,006004,11,,AV,DE CANNES,3,77.78,61,Maison,3
33,006004,15,,BD,ALBERT 1ER,3,66.01,65,Appartement,3
34,006004,9,,AV,LEMERAY,4,97.04,112,Appartement,3
35,006004,22,,AV,DE L ORANGERIE,1,23.15,23,Appartement,3
36,006004,940,,CHE,DE RABIAC ESTAGNOL,1,28.08,24,Appartement,3
37,006004,10,,RUE,SAINT ANTOINE,2,39.33,41,Appartement,3
38,006004,84,,RUE,DU BON AIR,3,59.2,59,Appartement,3
39,006004,741,,CHE,MOYENNES BREGUIERES,4,85.35,85,Appartement,3
40,006004,4,,AV,DE LA ROSTAGNE,1,31.4,31,Appartement,3
41,006004,571,,CHE,DES COMBES,2,53.23,52,Appartement,3
42,006004,1,,AV,FREDERIC MISTRAL,3,42.42,43,Appartement,3
43,006004,51,,BD,MARECHAL FOCH,1,34.1,35,Appartement,3
44,006004,16,,AV,DE LA ROSTAGNE,2,32.15,33,Appartement,3
45,006004,1039,,CHE,DES COMBES,3,72.8,72,Appartement,3
46,006004,9,A,AV,DE NICE,4,68.09,67,Appartement,3
47,006004,40,,AV,DE CANNES,3,72.22,73,Appartement,3
48,006004,201,,AV,MARTYRS DE LA RESISTANCE,2,55.92,57,Appartement,3
49,006004,344,,CHE,DU VALBOSQUET,5,96.45,100,Maison,3
50,006004,67,,BD,DU VAL CLARET,4,84.29,85,Appartement,3
51,006004,1171,,CHE,DE RABIAC ESTAGNOL,2,32.46,30,Appartement,3
52,006004,481,,RTE,DE NICE,2,45.42,46,Appartement,3
53,006004,30,,BD,JAMES WYLLIE,1,31.31,32,Appartement,3
54,006004,21,,RUE,DU GENERAL D'ANDREOSSY,1,23.79,29,Appartement,3
55,006004,38,,AV,ROBERT SOLEAU,4,87.15,88,Appartement,3
56,006004,45,,RUE,DE LA REPUBLIQUE,2,62.31,63,Appartement,3
57,006004,6,,BD,DE LA PINEDE,2,51.01,51,Appartement,3
58,006004,808,,CHE,DES COMBES,3,66.65,66,Appartement,3
59,006004,14,,BD,MARECHAL FOCH,3,55.43,60,Appartement,3
60,006004,9003,,,LES SEMBOULES,3,77.09,76,Appartement,3
61,006004,882,,CHE,DE RABIAC ESTAGNOL,3,68.61,68,Appartement,3
62,006004,28,,RUE,AUBERNON,2,33.22,36,Appartement,3
63,006004,433,,CHE,BASSES BREGUIERES,2,36.4,36,Appartement,3
64,006004,85,,BD,RAYMOND POINCARE,1,29.75,29,Appartement,3
65,006004,11,,AV,COUGOULINS,6,266.84,180,Maison,3
66,006004,400,,CHE,DE RABIAC ESTAGNOL,3,56.26,58,Appartement,3
67,006004,4,,RUE,DU GENERAL D'ANDREOSSY,1,39.73,37,Appartement,3
68,006004,357,,BD,PIERRE DELMAS,1,38.01,35,Appartement,3
69,006004,488,,CHE,DE LA CONSTANCE,4,120.32,120,Appartement,3
70,006004,390,,CHE,AMES DU PURGATOIRE,2,51.23,50,Appartement,3
71,006004,3,,AV,LEMERAY,1,25.56,25,Appartement,3
72,006004,8,,AV,DOCTEUR FABRE,2,55.74,56,Appartement,3
73,006004,19,,BD,ALBERT 1ER,2,60,53,Appartement,3
74,006004,13,,BD,CHARLES GUILLAUMONT,2,52.1,52,Appartement,3
75,006004,127,,BD,FRANCIS MEILLAND,3,70.3,72,Appartement,3
76,006004,12,,RUE,DOC ROSTAN,1,22.15,24,Appartement,3
77,006004,40,,AV,DE CANNES,3,60.8,61,Appartement,3
78,006004,10,,BD,DES NATIONS,1,19.31,20,Appartement,3
79,006004,490,,CHE,DES QUATRE CHEMINS,1,30.04,30,Appartement,3
80,006004,1,,AV,L ESTEREL,3,84.71,70,Appartement,3
81,006004,3,,AV,DE LA LIBERATION,2,36.58,37,Appartement,3
82,006004,9,,RUE,GEORGES CLEMENCEAU,1,57.88,23,Appartement,3
83,006004,41,,CHE,TANIT,3,72.05,70,Appartement,3
84,006004,10,,AV,DOCTEUR DAUTHEVILLE,1,21.26,23,Appartement,3
85,006004,15,,RUE,THURET,4,73.78,75,Appartement,3
86,006004,1,,AV,DES FRERES OLIVIER,4,65.59,68,Appartement,3
87,006004,8,,AV,LEMERAY,2,54.95,56,Appartement,3
88,006004,6,,RUE,DES REVENNES,4,81.23,80,Appartement,3
89,006004,24,,AV,L ESTEREL,1,26.71,27,Appartement,3
90,006004,80,,BD,DU PRESIDENT WILSON,3,52.05,51,Appartement,3
91,006004,2,,AV,DES CEDRES,3,72.07,73,Appartement,3
92,006004,5,,AV,PRINCIPAL PASTOUR,1,20.2,20,Appartement,3
93,006004,11,,BD,DU PRESIDENT WILSON,5,81.46,90,Appartement,3
94,006004,93,,BD,RAYMOND POINCARE,1,24.48,24,Appartement,3
95,006004,22,,BD,GUSTAVE CHANCEL,1,23.54,24,Appartement,3
96,006004,831,,RTE,DE NICE,2,44.66,44,Appartement,3
97,006004,96,,BD,DU PRESIDENT WILSON,3,77.52,75,Appartement,3
98,006004,5,,RUE,BRICKA,1,28.6,30,Appartement,3
99,006004,8,,RUE,FELON,2,57.12,58,Appartement,3
100,006004,22,B,BD,DU VAL CLARET,1,19.31,20,Appartement,3
101,006004,3,,IMP,JUAN,3,65.02,67,Appartement,3
102,006004,22,B,BD,DU VAL CLARET,1,22.54,25,Appartement,3
103,006004,49,,BD,RAYMOND POINCARE,2,38.96,40,Appartement,3
104,006004,69,,BD,DU PRESIDENT WILSON,4,71.28,83,Appartement,3
105,006004,15,,AV,DES CHENES SALIS,3,68.32,69,Appartement,3
106,006004,33,,AV,DES ALOES,2,41.64,38,Appartement,3
107,006004,1971,,RTE,DE NICE,1,25.46,21,Appartement,3
108,006004,22,,BD,BIJOU PLAGE,2,40.48,43,Appartement,3
109,006004,357,,BD,PIERRE DELMAS,3,62.16,62,Appartement,3
110,006004,2,,RUE,FONTAINE DU PIN,2,43.7,43,Appartement,3
111,006004,3,,RUE,JAMES CLOSE,1,19.42,20,Appartement,3
112,006004,71,,BD,DU PRESIDENT WILSON,2,47.78,52,Appartement,3
113,006004,12,,CHE,DES LITS MILITAIRES,2,35.07,35,Appartement,3
114,006004,1,,RUE,DE L HOTEL DES POSTES,1,36.39,36,Appartement,3
115,006004,18,,AV,MIRABEAU,3,77.33,78,Appartement,3
116,006004,15,,CHE,TANIT,1,35.19,30,Appartement,3
117,006004,73,,BD,DU PRESIDENT WILSON,4,67.12,70,Appartement,3
118,006004,728,,RTE,DE SAINT JEAN,3,69.6,70,Appartement,3
119,006004,71,,BD,DU PRESIDENT WILSON,2,44.79,58,Appartement,3
120,006004,26,,CHE,DES ILES,2,66.46,71,Appartement,3
121,006004,9003,,,LES SEMBOULES,4,84.62,85,Appartement,3
122,006004,22,B,BD,DU VAL CLARET,1,24.56,24,Appartement,3
123,006004,970,,CHE,DE FONTMERLE,3,59.44,57,Appartement,3
124,006004,3,,AV,BARQUIER,3,52.93,51,Appartement,3
125,006004,13,,BD,RAYMOND POINCARE,3,67.52,67,Appartement,3
126,006004,142,,CHE,AMES DU PURGATOIRE,3,57.65,56,Appartement,3
127,006004,31,,BD,RAYMOND POINCARE,2,30.16,31,Appartement,3
128,006004,1047,,CHE,AMES DU PURGATOIRE,3,57.83,56,Appartement,3
129,006004,11,,RUE,VAUBAN,1,33.05,27,Appartement,3
130,006004,215,,CHE,DES COMBES,3,62.15,61,Appartement,3
131,006004,882,,CHE,DE RABIAC ESTAGNOL,3,78.03,75,Appartement,3
132,006004,20,,BD,ALBERT 1ER,1,24.24,23,Appartement,3
133,006004,38,,AV,DE DIANE,3,59.01,60,Appartement,3
134,006004,2,,BD,DUGOMMIER,2,58.89,59,Appartement,3
135,006004,18,,AV,DE LA ROSTAGNE,1,37.05,36,Appartement,3
136,006004,9,,RUE,EMILIE,3,75.36,75,Appartement,3
137,006004,728,,RTE,DE SAINT JEAN,1,27.54,28,Appartement,3
138,006004,21,,BD,GUSTAVE CHANCEL,3,65.56,66,Appartement,3
139,006004,14,,AV,DOCTEUR FABRE,2,51.36,58,Appartement,3
140,006004,280,,CHE,DU VALBOSQUET,3,128.91,90,Maison,3
141,006004,338,,CHE,DU PETIT FOUR,4,81.71,80,Appartement,3
142,006004,27,B,AV,DE NICE,1,20.2,20,Appartement,3
143,006004,1,,AV,DE LA LIBERATION,3,87.05,67,Appartement,3
144,006004,12,,AV,TOURNELLI,1,33.14,55,Appartement,3
145,006004,12,,BD,ALBERT 1ER,3,70.98,73,Appartement,3
146,006004,911,,CHE,AMES DU PURGATOIRE,2,55.2,55,Appartement,3
147,006004,29,T,BD,CHARLES GUILLAUMONT,1,31.84,30,Appartement,3
148,006004,93,,BD,DU PRESIDENT WILSON,2,39.15,39,Appartement,3
149,006004,120,,BD,DU PRESIDENT WILSON,1,19.17,20,Appartement,3
150,006004,56,,RTE,DE SAINT JEAN,2,55.58,45,Appartement,3
151,006004,18,,RUE,JAMES CLOSE,1,12.84,13,Appartement,3
152,006004,26,,CHE,DES ILES,1,25.02,26,Appartement,3
153,006004,7,,AV,DOCTEUR DAUTHEVILLE,2,23.6,25,Appartement,3
154,006004,831,,RTE,DE NICE,1,20.82,21,Appartement,3
155,006004,60,,AV,DE NICE,1,30.72,31,Appartement,3
156,006004,12,,AV,MIRABEAU,3,61.57,69,Appartement,3
157,006004,6,,RUE,DOC ROSTAN,2,40.62,42,Appartement,3
158,006004,28,,RUE,BRICKA,1,26.8,31,Appartement,3
159,006004,6,,RUE,SAINTE MARGUERITE,1,29.37,29,Appartement,3
160,006004,521,,CHE,DU PUY,2,54.42,56,Appartement,3
161,006004,19,,AV,EDMOND D ESCLEVIN,3,96.19,96,Appartement,3
162,006004,14,,AV,DE LA ROSTAGNE,1,24.01,25,Appartement,3
163,001014,47,,RUE,DU CHANE,2,48.38,48,Appartement,4
164,001030,172,,RUE,HECTOR BERLIOZ,3,79.06,77,Appartement,5
165,001031,1,,RUE,GERARD DE NERVAL,3,70.78,68,Appartement,6
166,001031,86,,RUE,GUSTAVE EIFFEL,2,46.68,46,Appartement,6
167,001033,39,,RUE,BUFFON,4,108.65,91,Appartement,7
168,001033,3,,RUE,TURENNE,4,82.6,84,Appartement,7
169,001033,86,,RUE,DE LA REPUBLIQUE,1,38,39,Appartement,7
170,001033,24,,RUE,LAMARTINE,3,47.65,62,Appartement,7
171,001033,60,,RUE,DE SAVOIE,4,75,74,Appartement,7
172,001033,198,,RTE,DE VOUVRAY,3,62.38,63,Appartement,7
173,001033,198,,RTE,DE VOUVRAY,4,92.04,100,Appartement,7
174,001033,54,,RUE,ANTOINE JACQUET,4,88.83,88,Appartement,7
175,001033,8,,RUE,GEORGES MARIN,3,69.66,69,Appartement,7
176,001033,392,,RTE,DE VOUVRAY,4,81.24,83,Appartement,7
177,001033,1,,RUE,JOLIOT CURIE,2,56.65,56,Appartement,7
178,001033,76,,RUE,COLONEL XAVIER RENDU,2,54.7,54,Appartement,7
179,001033,35,,RUE,BUFFON,3,70.15,69,Appartement,7
180,001033,20,,RUE,PARMENTIER,2,57.23,56,Appartement,7
181,001033,38,B,RUE,JOSEPH MARION,3,61.89,60,Appartement,7
182,001033,6,,RUE,GEORGES MARIN,3,68.92,68,Appartement,7
183,001033,22,,RUE,DE L AVENIR,5,89.2,89,Appartement,7
184,001033,7,,RUE,TURENNE,1,28.8,40,Appartement,7
185,001033,1,,ALL,ALBERT CAMUS,2,58.3,59,Appartement,7
186,001034,3,,RUE,STE MARIE,4,72.75,73,Appartement,8
187,001034,269,,CHE,DE CHARIGNIN,3,62.03,64,Appartement,8
188,001034,386,,CHE,DES SOUPIRS,3,63.17,63,Appartement,8
189,001034,150,,RUE,DE LA REPUBLIQUE,2,38.67,39,Appartement,8
190,001034,5001,,ALL,HONORE DE BALZAC,4,82.37,80,Maison,8
191,001034,99,,RUE,DE L AMITIE,4,78.54,77,Appartement,8
192,001034,13,,PL,DES FOURS,5,117.63,117,Appartement,8
193,001034,67,,RTE,DE CHAVORNOD,3,57.5,58,Appartement,8
194,001060,25,,RUE,DE LA ROCHE SAMUEL,2,64.21,63,Appartement,9
195,001071,282,,CHE,DES LONGES RAYES,2,42.2,42,Appartement,10
196,001071,77,J,LOT,CLOS CHAMP VRILLARD,6,105.68,143,Maison,10
197,001071,120,B,CHE,DU MARTINET,3,67.94,67,Appartement,10
198,001071,67,,RTE,DE GENEVE,2,42.01,42,Appartement,10
199,001079,232,,RUE,DE LA ROCHETTE,4,127.2,127,Appartement,11
200,001109,91,,,GRAND' RUE,6,295.21,190,Appartement,12
201,001135,71,,CHE,DE LA PRALAY,2,58.13,65,Appartement,13
202,001138,4,,RUE,DE LA MAIRIE,3,35.86,50,Appartement,14
203,001138,28,,AV,JEAN FALCONNIER,2,31.65,32,Appartement,14
204,001138,9,,RUE,DES FRERES SERPOLLET,3,53.81,53,Appartement,14
205,001142,1172,,RTE,DE GENEVE,3,38.43,44,Appartement,15
206,001143,58,,AV,DU MONT BLANC,6,130.8,130,Appartement,16
207,001143,1403,,RUE,JEAN DE GINGINS,4,93.23,96,Maison,16
208,001143,44,,ALL,DU SQUARE DE LAUSANNE,4,88.11,88,Appartement,16
209,001143,90,,RUE,DE LAUSANNE,4,135.68,133,Appartement,16
210,001143,786,,AV,DES VOIRONS,2,46.05,46,Appartement,16
211,001143,47,,CHE,DES ECOLIERS,2,51.7,42,Appartement,16
212,001143,114,,RUE,DU CONTE DES PERMISSIONS,2,58.62,63,Appartement,16
213,001143,644,,RUE,D ARBERE,5,96.46,96,Maison,16
214,001143,28,,CHE,DU PEUDEX,3,67.33,63,Appartement,16
215,001143,96,,RUE,DU JURA,4,90.4,90,Appartement,16
216,001143,152,,GR,GRANDE RUE,1,50.11,35,Appartement,16
217,001148,8,,RUE,DE LA BIENNE,4,200,121,Appartement,17
218,001153,923,,RTE,DE MURY,4,99.39,86,Maison,18
219,001153,88,,RUE,DE LA PIERRE,3,222.97,170,Maison,18
220,001158,780,,RUE,DE LA REPUBLIQUE,2,135.89,60,Appartement,19
221,001160,1,,RUE,DE GEX,3,82.59,75,Appartement,20
222,001160,1,,AV,DU BIJOU,3,71.08,71,Appartement,20
223,001160,58,,CHE,DE LA PLANCHE BRULEE,4,97.03,101,Maison,20
224,001160,80,,RUE,DE MEYRIN,3,63.58,63,Appartement,20
225,001160,84,,RUE,DE MEYRIN,3,63.45,63,Appartement,20
226,001160,91,,CHE,DE LA PLANCHE BRULEE,4,133.77,120,Appartement,20
227,001160,26,,CHE,DE LA PLANCHE BRULEE,3,66.95,67,Appartement,20
228,001160,30,,RUE,DE VERSOIX,3,74.85,75,Appartement,20
229,001160,40,,RUE,VICTOR HUGO,4,83.82,80,Maison,20
230,001160,38,,AV,DE VESSY,2,56.96,57,Appartement,20
231,001160,48,,RUE,DE GENEVE,4,114.17,115,Appartement,20
232,001160,4,,IMP,DU PEGAN,1,36.21,36,Appartement,20
233,001160,17,,AV,DES ALPES,5,95.66,106,Appartement,20
234,001160,86,,RUE,DE MEYRIN,3,63.27,63,Appartement,20
235,001160,16,,AV,DU JURA,0,2.36,2,Appartement,20
236,001173,240,,RUE,DE PRE BAILLY,2,45.36,45,Appartement,21
237,001173,6,,RUE,DES USINIERS,1,45.54,45,Appartement,21
238,001173,812,,RUE,DES VERTES CAMPAGNES,6,164.18,160,Maison,21
239,001173,27,,RLE,DE L EGLISE,3,46.12,53,Appartement,21
240,001173,242,,RUE,DE PRE BAILLY,2,50.33,50,Appartement,21
241,001173,377,,RUE,DES ABATTOIRS,4,88.7,87,Appartement,21
242,001173,256,,AV,DE BELLE FERME,2,34.56,34,Appartement,21
243,001173,256,,AV,DE BELLE FERME,3,55.4,55,Appartement,21
244,001173,68,,RUE,DES USINIERS,4,61.54,68,Appartement,21
245,001173,18,,AV,FRANCIS BLANCHARD,2,51,54,Appartement,21
246,001173,242,,RUE,DES VERTES CAMPAGNES,3,92.45,105,Appartement,21
247,001173,348,,RUE,DE PRE BAILLY,4,77.86,77,Appartement,21
248,001173,346,,RUE,DE PRE BAILLY,3,68.45,68,Appartement,21
249,001173,170,,RUE,DES TERREAUX,2,32.6,33,Appartement,21
250,006088,20,B,RUE,MARCEAU,3,80.25,82,Appartement,22
251,006088,8,,RUE,ROSSINI,4,99.04,98,Appartement,22
252,006088,27,,RUE,LAMARTINE,3,30.2,95,Appartement,22
253,006088,4,,AV,VALROSE,3,68.75,68,Appartement,22
254,006088,17,,RUE,GOUNOD,2,32.83,33,Appartement,22
255,006088,4,,BD,CIMIEZ,4,133.44,144,Appartement,22
256,006088,29,,AV,VILLERMONT,3,69,36,Appartement,22
257,006088,4,,AV,CYRNOS,3,47.5,62,Appartement,22
258,006088,127,,PROM,DES ANGLAIS,1,52.8,42,Appartement,22
259,006088,52,,RUE,MAL VAUBAN,1,13.69,15,Appartement,22
260,006088,34,,BD,STALINGRAD,3,68.35,70,Appartement,22
261,006088,179,,AV,CORNICHE FLEURIE,5,96.39,96,Maison,22
262,006088,54,,AV,DE LA REPUBLIQUE,2,34.31,33,Appartement,22
263,006088,31,,RUE,HEROLD,2,56.45,58,Appartement,22
264,006088,2,T,RUE,SPITALIERI,4,78.45,80,Appartement,22
265,006088,23,,RUE,ASSALIT,1,34.04,33,Appartement,22
266,006088,8,,AV,GLORIA,2,55.44,54,Appartement,22
267,006088,65,,BD,DE LA MADELEINE,2,31.43,45,Appartement,22
268,006088,116,,AV,CYRILLE BESSET,4,91.23,90,Appartement,22
269,006088,98,,BD,PAPE JEAN 23,4,72.25,72,Appartement,22
270,006088,,,RUE,LAMARTINE,1,19.23,19,Appartement,22
271,006088,9013,,,COL DE VILLEFRANCHE,4,96,130,Appartement,22
272,006088,9,,RUE,DU MARECHAL JOFFRE,2,64.25,62,Appartement,22
273,006088,10,,AV,CYRILLE BESSET,2,48.23,46,Appartement,22
274,006088,14,,RUE,CASSINI,1,26.55,26,Appartement,22
275,006088,34,,RUE,DE LA BUFFA,1,18.02,18,Appartement,22
276,006088,266,B,AV,SAINTE MARGUERITE,2,41.01,40,Appartement,22
277,006088,43,B,BD,STALINGRAD,2,36.26,36,Appartement,22
278,006088,27,,RUE,CROS DE CAPEU,4,107.24,107,Appartement,22
279,006088,57,,BD,DU MONT BORON,3,93.6,95,Appartement,22
280,006088,84,,RUE,DU MARECHAL JOFFRE,2,79.48,76,Appartement,22
281,006088,18,,RUE,FONCET,4,114.78,111,Appartement,22
282,006088,65,,AV,GEORGE  5,1,30.76,22,Appartement,22
283,006088,29,,AV,DES BAUMETTES,4,99.18,109,Appartement,22
284,006088,12,,RUE,LOUIS BLERIOT,3,67.08,67,Appartement,22
285,006088,5,,RUE,CHANOINE ALBIN,1,28.32,28,Appartement,22
286,006088,4,,RUE,MARALDI,5,118.14,113,Appartement,22
287,006088,26,,BD,AUGUSTE RAYNAUD,1,43.48,42,Appartement,22
288,006088,9,,RUE,VERDI,1,17.05,17,Appartement,22
289,006088,137,,AV,DE LA LANTERNE,4,72.3,92,Appartement,22
290,006088,5,,RUE,CAFFARELLI,1,29.41,30,Appartement,22
291,006088,46,,RUE,AUGUSTE GAL,2,38.29,34,Appartement,22
292,006088,12,,RUE,CASSINI,2,24.92,33,Appartement,22
293,006088,3,,RUE,MASCOINAT,2,31.2,40,Appartement,22
294,006088,6,,RUE,BENOIT BUNICO,1,36.11,34,Appartement,22
295,006088,3,,RUE,DE L OPERA,5,172.21,158,Appartement,22
296,006088,3,,MTE,DESAMBROIS,1,19.11,20,Appartement,22
297,006088,21,,RUE,VERNIER,3,86.82,87,Appartement,22
298,006088,4,,RUE,BARLA,3,90.1,91,Appartement,22
299,006088,175,,BD,DE LA MADELEINE,3,61.8,62,Appartement,22
300,006088,77,,AV,SAINT AUGUSTIN,1,20.6,20,Appartement,22
301,006088,40,,BD,VICTOR HUGO,5,154,130,Appartement,22
302,006088,31,,RUE,GIOFFREDO,3,78.01,75,Appartement,22
303,006088,21,,RUE,DABRAY,2,54.03,55,Appartement,22
304,006088,3,,BD,DE LA MADELEINE,1,36.54,35,Appartement,22
305,006088,222,,AV,DE PESSICART,3,64.61,71,Appartement,22
306,006088,152,,BD,DE CESSOLE,3,53.84,55,Appartement,22
307,006088,3,,RUE,BARBERIS,3,82.1,95,Appartement,22
308,006088,25,,RUE,BENOIT BUNICO,1,16.54,16,Appartement,22
309,006088,39,,AV,DE LA CALIFORNIE,6,136.68,123,Appartement,22
310,006088,40,,BD,STALINGRAD,1,19.88,20,Appartement,22
311,006088,30,,RUE,CHATEAUNEUF,2,46.81,47,Appartement,22
312,006088,39,,RUE,GIOFFREDO,2,53.08,52,Appartement,22
313,006088,12,,MTE,CLAIRE VIRENQUE,4,81.04,86,Appartement,22
314,006088,20,,RUE,CRONSTADT,4,131.09,127,Appartement,22
315,006088,29,,AV,PAULIANI,4,45.51,45,Appartement,22
316,006088,109,,BD,DE CESSOLE,2,44.39,45,Appartement,22
317,006088,1,,RUE,JOSEPH GAZAN,1,23.13,22,Appartement,22
318,006088,5,,BD,GENERAL LOUIS DELFINO,2,33.27,36,Appartement,22
319,006088,45,,RUE,SMOLETT,2,26.41,25,Appartement,22
320,006088,12,,RUE,EMMANUEL PHILIBERT,5,73.71,71,Appartement,22
321,006088,14,,RUE,MASSINGY,1,26.51,36,Appartement,22
322,006088,33,,RUE,ARSON,3,46.34,46,Appartement,22
323,006088,60,,VALL,BARLA,3,75.47,80,Appartement,22
324,006088,31,,RUE,BOTTERO,2,30.05,26,Appartement,22
325,006088,31,,RUE,DE LEPANTE,3,81.26,81,Appartement,22
326,006088,39,,BD,JOSEPH GARNIER,1,22.2,30,Appartement,22
327,006088,25,,AV,FREMONT,1,20.85,22,Appartement,22
328,006088,15,,RUE,DE LA PREFECTURE,1,15.9,15,Appartement,22
329,006088,65,,BD,GAMBETTA,1,29.02,29,Appartement,22
330,006088,12,,RUE,MIRON,1,13.55,14,Appartement,22
331,006088,22,,BD,MANTEGA RIGHI,3,68.36,69,Appartement,22
332,006088,211,B,PROM,DES ANGLAIS,2,29.72,24,Appartement,22
333,006088,116,,BD,DE CESSOLE,1,44.49,25,Appartement,22
334,006088,19,B,BD,FRANCK PILATTE,4,104.48,100,Appartement,22
335,006088,35,,BD,JOSEPH GARNIER,3,68.39,75,Appartement,22
336,006088,35,,BD,CARLONE,1,17.04,18,Appartement,22
337,006088,45,,RUE,ROSSINI,3,69.7,61,Appartement,22
338,006088,9,,RUE,GUBERNATIS,2,44.01,44,Appartement,22
339,006088,48,,COR,FRERE MARC,4,66.41,66,Appartement,22
340,006088,85,,BD,DE LA MADELEINE,1,28.71,27,Appartement,22
341,006088,99,,AV,HESPERIDES,2,27.57,30,Appartement,22
342,006088,12,,RUE,ABBAYE,4,60.77,59,Appartement,22
343,006088,10,,RUE,VERDI,1,22.24,23,Appartement,22
344,006088,352,,AV,DE FABRON,5,100.56,102,Maison,22
345,006088,11,B,BD,FRANCK PILATTE,2,44.36,43,Appartement,22
346,006088,1,,RLE,DES MOULINS,3,44.15,42,Appartement,22
347,006088,6,,RUE,SAINTE REPARATE,3,95.59,78,Appartement,22
348,006088,7,,RUE,SAINT VINCENT,2,38.1,46,Appartement,22
349,006088,149,,BD,GAMBETTA,2,44.36,69,Appartement,22
350,006088,5,,RUE,GUSTAVE DELOYE,1,22.08,21,Appartement,22
351,006088,98,,AV,VALROSE,2,42.14,46,Appartement,22
352,006088,20,,AV,CHATEAU DE LA TOUR,5,157.49,154,Appartement,22
353,006088,24,,AV,AUGUSTE BERCY,5,265.26,253,Appartement,22
354,006088,20,,AV,VILLEBOIS MAREUIL,3,88.1,86,Appartement,22
355,006088,3,,RUE,LOUIS BLERIOT,3,66.48,67,Appartement,22
356,006088,17,,AV,FLEURS,1,31.61,31,Appartement,22
357,006088,28,,RUE,BOTTERO,2,34.51,34,Appartement,22
358,006088,14,,RUE,TRACHEL,2,37.1,34,Appartement,22
359,006088,107,,BD,FRANCOIS GROSSO,4,88.56,68,Appartement,22
360,006088,20,B,AV,MONT RABEAU,1,27,28,Appartement,22
361,006088,67,,AV,SIMONE VEIL,3,68.43,68,Appartement,22
362,006088,4,,RUE,SAINT PHILIPPE,5,112.42,120,Appartement,22
363,006088,24,,RUE,DES POTIERS,2,55.77,56,Appartement,22
364,006088,16,,AV,RAYMOND COMBOUL,1,26.67,26,Appartement,22
365,006088,40,,CHE,DES SABLIERES,1,20,20,Appartement,22
366,006088,20,,RUE,ALBERT VOISIN,2,34.65,35,Appartement,22
367,006088,4,,RUE,JOSEPH FRICERO,1,17.25,13,Appartement,22
368,006088,43,,AV,JEAN MEDECIN,2,44.77,46,Appartement,22
369,006088,19,,AV,D ANVERS,3,78.87,85,Appartement,22
370,006088,104,,BD,EDOUARD HERRIOT,4,98.81,99,Appartement,22
371,006088,1,,BD,DE RIQUIER,2,60.32,56,Appartement,22
372,006088,230,B,AV,DE FABRON,1,24.3,23,Appartement,22
373,006088,341,,CHE,DE LA GINESTIERE,2,46.69,46,Appartement,22
374,006088,7,,RUE,DU SOLEIL,2,51.15,51,Appartement,22
375,006088,164,,BD,DE LA MADELEINE,2,42.01,43,Appartement,22
376,006088,8,,CHE,DES CRETES,1,271.58,25,Appartement,22
377,006088,23,,RUE,CAFFARELLI,2,48.52,47,Appartement,22
378,006088,70,,AV,DE LA BORNALA,1,15.85,16,Appartement,22
379,006088,15,B,RUE,CHATEAUNEUF,5,137.53,135,Appartement,22
